site_id,GPUR,GOPS,GLOG,GTRN,GCOL,SUPINT,MAINT,COMP,OE,EP,uptime_percent,unplanned_downtime_hours,tons_per_hour,rework_rate_percent,energy_kwh_per_ton,water_m3_per_ton,cost_per_ton,maintenance_cost_per_ton,on_time_delivery_percent,supplier_defect_percent,ltifr,trifr,sifr,fifr,safety_audits_passed_percent,employees_competent_percent,frontline_stoppages_percent,OE_HARD,SAFETY_PERF
SYN_011,3.5455642033030283,3.622063024774184,3.598568296500978,4.243564220079385,3.903992805877985,3.4334883060271295,3.5665794700055353,4.490836409089514,4.003457720360043,3.6150937788343214,94.31746474362323,136.97399860448044,310.3104154917142,1.6787702604491277,47.88994524282557,0.7929634648077667,587.9036187472891,166.80310780203413,87.74342040191041,2.4275910305723354,0.4093229850606052,0.6256512704667055,0.26413823017651666,0.027162386539127982,88.7669727270494,93.8076529084027,24.01352756439481,0.8988287228110369,1.3701528193885826
SYN_012,3.2231845758124114,3.6121725263213076,3.9589437284258286,3.782358730715113,3.714786739108193,3.537197633643001,3.8589442434237973,3.407651430513087,3.5565008092894512,3.736143233233005,87.61960310389385,169.85952702710784,235.6568947309488,1.9596959916014889,51.401890957291336,1.029993119710517,628.4049206029994,155.13460429025957,89.35642445091274,3.1884093019647266,0.5264014793878977,0.8274923202139268,0.29581388165503725,0.03297720598045242,98.14748939498793,82.85834455295088,27.024076306449288,0.24690799679924036,0.8797665560695477
SYN_013,3.2130473590359343,3.564497143212621,2.904654349889713,3.60594773615511,3.4737691504709556,3.504217409481289,3.4281127731641257,3.2452273750987897,3.349417178798887,3.184695383531654,84.76632458781461,189.69864328362593,256.5977371556913,3.270260897627576,54.77741656439339,1.1167103929844937,672.2165330767656,174.13517534427828,88.81395933066472,2.641526383430143,0.6308370831004365,0.9818020089210928,0.41369828420766264,0.0765965454523377,78.66039782638829,72.14715519445376,35.68239932599873,-0.28041711143438824,-0.16994881084164387
SYN_014,3.8796106494287654,3.9604562882377414,3.825981909145071,3.881663702553088,3.528660989910027,3.524196665616199,3.3135168381262448,3.593892085685456,3.2899190418042243,3.2563336698226295,77.96072201841513,196.00771004017616,238.73168716674766,3.3606308759019616,45.239659826980215,0.9128043075563664,667.1085269761031,182.24091891114057,84.09796768785104,1.8873910559658258,0.5548821774483204,0.8405791426991797,0.283256850029955,0.04798361849561621,76.75064806472523,80.4540979781759,28.781844477114415,-0.19245230446497155,0.5895348621942434
SYN_015,3.6317335817786507,3.9046310585660504,3.4291915038581915,3.7097012330779027,3.535642616922667,3.8530330165791176,3.426739427311557,3.6085152698634277,3.009672147597598,3.33464810766401,73.78916917263477,212.4501740339809,194.37002739057147,3.656199724220458,54.03736440802976,1.1120048254310526,691.6857143405662,140.65873951739536,89.05086590730882,2.9872706766683246,0.493646257683807,0.6826440532896431,0.3005599406363495,0.05200895544833679,88.93217609107353,85.51386608907812,26.17267465657732,-0.5956764900402968,0.8877129790656116
SYN_016,3.08328491962936,3.3158334520759527,2.578981569094459,3.007097422313388,3.1151104902906046,3.500277779147779,3.114539403284707,3.3667613895058803,2.9779717261856216,3.4982614827857446,77.03124031124774,227.26800509343707,207.96746462679337,3.7827208210947605,52.35780936361765,1.229104767002852,698.4185247258383,172.22801194928508,83.19763163551974,4.362438142827822,0.697435167039691,1.1358230792303752,0.508336344017974,0.10098512606381072,79.32766119666164,65.33875917292752,37.52814789068448,-0.8358632601693716,-0.8731772404030216
SYN_017,4.008718232778159,3.943155330451213,3.953574381467977,3.318267812126899,3.59117941126296,4.183877431605689,3.7570026992683356,3.7837273825085656,3.4701651279119923,3.4720559381650262,83.61429209162452,208.9222204070565,251.52794246131862,2.947399886631273,47.48013771812732,0.8546384530306314,614.3216195964484,126.80127864759336,92.12990322208042,1.451752754793961,0.4554366079886356,0.7817258113087813,0.28367024259617013,0.014472718142795833,95.9778502635472,80.9410515821664,21.953391756025916,0.363043762792499,1.326978236383882
SYN_018,3.473610375246697,3.0246390216111623,3.1864338407986064,3.4907954192566737,3.170207487125682,3.536103187756255,3.3701157300716207,3.5805572675950237,2.993991089495731,3.278423271691469,79.509188767892,202.8044423894784,199.9066395983168,3.9544447124101842,56.786943935385445,1.1201271888632753,696.0074794337054,161.13154856177786,85.70799873746932,3.082966806063509,0.6663028542417954,1.066184958639946,0.4018960691525775,0.09422318058880795,87.69027359813228,79.54940646868323,29.311271842284093,-0.7208507128308209,0.025134264105853447
SYN_019,4.185964072003127,4.160198166900531,3.9904308132389326,3.8845573720589517,4.281819820125041,4.459288021423072,3.829522549033599,3.807673280245204,3.697895478272373,3.5311246811315904,88.31569569092902,163.5099028884025,294.46179608184144,2.5501345176857506,46.10271511677876,0.8009639173782236,582.7556364522507,108.28374889899966,99.0,1.6077614406758305,0.4643335098504925,0.6931588459060108,0.30538435024384325,0.054200319877107946,86.81619218270605,86.04788610405507,20.718087258336624,1.0399289740135198,1.1706657184032085
SYN_020,3.8077704846958698,3.8342066833175554,3.936679032773811,2.8026957429885897,3.1097263153107977,3.0101795771084383,3.5339966492565504,2.7073698783175657,3.459485896215375,3.6921685981746877,80.99200262592441,173.09277862705773,239.03110445596795,2.881074147894362,46.99408813883143,0.9119617925894837,667.9500116717593,159.6519501501013,80.70699232993479,1.7340002308197864,0.6720263646721569,1.3689901236066193,0.48789197009420066,0.13626349186512335,73.14194140666179,57.62775229289106,32.82043977865519,-0.024250623096382363,-0.8579823120566475
SYN_021,3.2332187982219494,3.106435341997157,3.0531949863109893,3.5256512907834296,3.0726758191780834,3.1493983112484303,3.3747379250042946,3.6101393779590554,3.3909588429216355,3.1315787986909336,81.15087344129158,192.33951940029465,267.2683803445465,2.552398834535572,52.820517923537416,1.102930658281898,671.6992073866518,176.1204754617841,82.61191123820116,2.9345704658004346,0.5664903205726046,0.9111143331677345,0.38807180441443767,0.043498445925071474,78.62851894762565,71.4253677703745,30.052836343300797,-0.27795012348225334,0.15904685019077416
SYN_022,3.017185972019482,2.951739290419963,3.262895160580998,3.5884075436072984,3.6542350178677805,3.0621020195995157,3.374834862850542,3.587864470994328,3.647215566730919,3.4956695544740093,82.5783278204874,165.07717543453583,258.8197923658932,3.1017633343846382,55.43014146709429,1.0272986251833014,635.6425613072215,170.49557598187982,84.41034503404218,3.6884298958379267,0.711105862842178,0.9783394156835997,0.4699231656171817,0.09147615635341864,79.43107938387153,79.72212501823721,31.47283880337683,-0.16662497390113526,-0.27318253674870563
SYN_023,3.8932345672615174,4.49778514030346,4.1537863725646735,3.5723251667351885,3.734284402311563,3.8002858454398973,4.16006235840784,3.3581676355049677,3.9338449800925734,3.786434486893257,92.5206220262619,147.67418223628601,301.41652023713505,2.1889737359326356,42.35224548937759,0.7130512323996746,545.2780162485346,126.88190644475044,96.57548664988703,2.0655885054379053,0.46945189764949435,0.9432012152648125,0.23073365740750568,0.06355501230163652,82.8987409022416,83.5994449223657,27.068863317776714,1.3209763683689655,0.7675574591513096
SYN_024,3.30597678481339,3.218889907398999,3.50364393138658,2.9568168405675452,3.127863762619846,3.1313417398175627,3.2171933827977184,2.956243552818897,3.286075458608224,3.2337258231772275,81.51303005707976,207.30607420704519,268.8500391999106,3.6464286754850166,55.080941123073416,1.0608945301153703,678.3121796957041,173.26531561221373,79.94576900614956,3.3091965174526994,0.5108530723788465,1.0182323226374466,0.407916706369165,0.05959521037259716,77.3637098094321,71.90005753619361,31.674877449575487,-0.5328579105996916,-0.02753425894355016
SYN_025,3.246798197288134,3.695857926346616,3.6603733790235315,3.4930156057599193,2.974159033425653,3.169122612925838,3.018275278631502,3.456908723859592,2.9908464100448353,3.359465126530019,75.9823309550199,222.76792930476333,224.39696954696012,3.7272475906564515,53.07032661436492,1.0027847420816134,713.3310920983375,175.72603643977698,71.43640511555502,3.3484435751334165,0.6513730590539112,0.89091894385325,0.3405187055733983,0.0693636186593386,80.18030555835993,76.84299217539767,28.924625096587587,-0.9081041653773048,0.13572117524685434
SYN_026,3.3268021585555005,3.235496527150403,3.240338509708687,3.9872739744790975,3.435197616257808,3.9209693306122264,3.443839711504328,3.748672914692518,3.740745296662826,3.897577043592879,91.83800402512706,167.9192931488038,291.5513552614376,2.897345422844716,50.44783071770222,0.9224941996910891,602.9055328397445,148.75447937562714,89.81134947069944,3.4839663532085487,0.6071543049283681,0.9471413686621453,0.3627004841525162,0.0709333369532248,85.39190915805523,76.62592372400586,30.546294973604684,0.49760224018240024,0.12850197915970346
SYN_027,4.255867270514523,4.520690627531689,3.886790052312841,3.9639736643560175,4.03952030293767,3.9922681831408564,3.891524960270346,4.626806111703311,4.28528793942995,4.23755127136314,99.0,86.50401691060725,335.9601949622752,1.8891077272136811,42.797420887424316,0.6551111206890473,568.976752868092,130.15220891816162,85.86725874810764,2.2759148121870965,0.4781252669256686,0.9306847510028277,0.2651626247600137,0.08724949063794243,91.09448249559138,84.84808869891933,24.9396969557471,1.523395511962216,0.8059101977426179
SYN_028,3.88566181835159,3.978641865823359,3.8807711895562838,4.2228314519170995,3.37091522610608,3.769967325820879,4.229025393569626,4.1688922360834875,3.9980779014049594,3.298751424760244,93.74868214760205,150.45722800758887,310.4931517915219,2.150207525961325,45.30810765544129,0.6372934680902678,542.8514249360243,130.49171583679592,97.8820766231629,1.5607800247502805,0.38662351106684945,0.825087822376484,0.23087996959777637,0.0697885202079897,94.09431905925976,80.93060654475926,23.121774096956905,1.3394685057134081,1.1769180241516604
SYN_029,3.151989050687297,3.655088981134154,3.1747947566135166,2.8999087426409877,3.8789730270928486,3.374651021092717,3.276765812058322,2.9522002656567032,3.3164766677741104,3.274320834270273,78.1413142964678,196.69711336181587,244.45364020649512,3.100085897319932,54.682198051183015,1.0729829316826673,673.7600415351502,192.69460221461708,82.90779012147398,3.332242863210791,0.7785813237945782,1.1213521366158665,0.5773699973312357,0.07782880395964384,66.30073250744569,64.375819352527,33.007555429648896,-0.5567386121188019,-0.9155511763063131
SYN_030,3.5963555646809278,4.108989666924551,2.641890757742829,3.1681280331547668,2.737970232299328,3.3407685726581757,3.9574486097329316,2.673356881145136,3.5677845130423567,3.5667761456543334,87.9512478268628,182.1950102280604,271.5986784800258,2.3825708407891852,52.720329094682924,0.9560585289827744,641.2865368282625,151.46430215999376,90.7130844161235,3.545794274077246,0.6140197203798936,1.0582836307804762,0.38368852754558086,0.14015826271236062,76.01218290478757,73.69322107996669,32.82240487655086,0.2685699581836002,-0.4410863126518285
SYN_031,4.026279630738773,4.243229710484978,4.881459881957046,4.384999651589361,4.428493418543513,4.043372511454541,4.264770500424031,3.5757398521421826,3.898375657708261,3.2900743813303084,93.49185168545127,130.89558640941422,306.08706538125836,1.9970052748902682,41.394923431187145,0.7232699892570897,557.8015023001494,118.96530935040327,93.30618858231396,0.36801937870418355,0.48721188561987266,0.7519111428045158,0.21138148689590794,0.019145251675451842,88.36226310862422,84.52904958836392,24.91354740561108,1.3971665950742764,1.3962114759347535
SYN_032,3.1731167869013333,2.9546434731576623,3.9324663855440876,3.3839051842834937,3.477404298636637,3.4553104215141426,3.166571323419654,3.273983569767429,3.020761446165975,2.794019944139982,77.9626126018034,209.97315387649917,210.31927311259832,3.8399780074634737,53.68341822697531,1.0887536186996514,745.4528694301474,161.07154654953334,77.49915921893026,3.7302266720761033,0.7001212979260256,1.0306180916183914,0.4087655618933039,0.11786634929650171,78.61126745079045,73.02843060155776,31.03310295077559,-0.8529894423018144,-0.41703374615417244
SYN_033,3.3815354904284156,3.167587785009655,3.276395509713713,3.393863574859352,3.1024611384512992,3.6477921967028073,3.206036563794149,3.288464096088799,3.0704490003656386,3.515264689630519,80.15815022651994,215.48342930192916,213.03917089094716,3.3916771444646536,53.350218133939016,1.1582163880168017,679.3091929883512,151.03689604401723,84.84483024457207,2.892533956646839,0.7401706956282587,1.1874500948188371,0.5757105642600334,0.13139410945574742,76.18363278767599,62.61900211491796,35.48618793672401,-0.5256531701291165,-0.9830915228053553
SYN_034,2.598895056507841,3.3967243762629717,2.433655373528084,3.2029802810873216,3.0052028644439783,3.362278706916046,3.6639208908948415,3.877485801722529,3.6858280911508956,3.637105718278139,86.40962209361851,161.13322967392247,262.4085365217321,2.691244127727349,57.530017139895214,1.113060743179098,620.8471634201304,173.83279013031049,85.37811072111306,3.8872660985926117,0.7007372426919374,1.1406180824738723,0.45939099713344655,0.08345157106945325,77.99477551577971,70.97659373028443,32.02342173882682,-0.10957287619931061,-0.5148146214780958
SYN_035,3.7097651932753255,3.2613456395673435,3.3411726439675697,3.647249674886576,3.2390322988121363,3.6132859092158705,3.1749590465147315,3.440095490536899,3.4108374247073656,3.327103605840666,88.04501755382358,187.69315197283333,246.00059674835882,3.5114947863745845,50.253002691101194,1.0195920144589308,635.1967221520781,156.91657086405326,82.04904904231579,3.015326272517378,0.6102378745095227,1.1196961728327863,0.41479633454045284,0.09461192496308991,75.71337056598314,78.25880169070471,29.21157475816964,-0.08085254665858724,-0.15079787413947202
SYN_036,3.591496556302746,4.14010777456606,3.6607187234449565,3.5465652624414687,3.5104798629874825,3.7139653651375863,3.742053022001841,3.7971230456645,3.5865260733316258,3.800228482230815,85.11895260306963,180.65611106253283,286.8195557985029,2.6453550092603924,51.56087656905027,0.9172008341430459,606.5003133411527,132.84931307621216,89.26468293238264,1.8676566360364366,0.6668021647074657,1.1183742403103996,0.39598881460325236,0.08147936478892931,68.07385693104193,76.100264931272,27.230218547068635,0.3964221543275299,-0.0916291632646738
SYN_037,3.368487909004898,2.9926893126527316,3.4515066313917036,3.0860231042661734,3.4266266143430424,3.0899898762334033,3.097649292191821,2.9682706959303955,3.0628867518001903,3.3800200732094443,79.56406277616178,197.01971223817117,194.89680860519084,3.898316988068413,54.65227487554325,1.1047734166572027,710.9283425649929,186.3233700697311,86.89086144844158,3.2774445282004856,0.7155223192918362,1.2118474394766712,0.4945476356113163,0.1307839653168798,62.34618834768458,66.29372840672558,40.413552312871666,-0.7494494869767966,-1.181696441570323
SYN_038,3.023610183772445,3.386937642417472,2.9334550442609113,3.4632696977188977,3.7228367383652197,3.3040506255194146,3.2535005247710798,3.465612383953093,3.4470568802644324,3.7237283298548407,81.27340626892074,191.4976824284359,254.8944636981444,3.1461658964484784,52.624346360156196,1.1455230868489807,670.4280063087762,173.14772765854505,84.13166021195063,3.793728410798761,0.6743423586191988,1.216041670932199,0.5201261532693471,0.12347309978778985,75.32393358161488,65.54921305036142,39.67366448085637,-0.3607284935410136,-1.0231677930350662
SYN_039,3.389832059192439,2.2768733012788216,3.7758777765317215,2.7773759171702688,4.0874996458014605,3.8844469735040628,2.748501427118053,2.8928245272823223,3.148807516524249,4.138083395467248,77.67727937161143,207.3937753688216,212.58960443655437,4.481014606514315,54.220170248299,1.0953646278424736,690.6705991691402,162.4432047565493,85.39611106055423,3.994830442384151,0.7934571349760323,1.2972460774115637,0.6339423515889696,0.1446105719152571,67.54597165396014,62.167712873748485,38.392931930657376,-0.7215817928538449,-1.5517405405369606
SYN_040,4.50496941214249,3.524430529173686,4.568737670098043,3.115129909663463,4.2910971057366725,4.48228505654905,3.5123051008884763,3.196019376420836,3.9373101999060216,4.125427907985636,96.0809844966326,137.72094537284488,313.40898846142693,2.123590923317147,43.89696190002521,0.7157102565659431,585.3232665708175,121.79989481859158,95.96790019328664,1.3505024631881053,0.5971660664782448,0.9015911491981702,0.42701962856804304,0.0729090283816431,79.29015818861372,76.71843020920575,34.483427442285084,1.3409897392658616,0.17537324517324693
SYN_041,3.8462043174312113,3.2692229526006757,3.376150765956648,3.3753161110428325,4.432609592831456,4.012135761747657,2.957104091873095,3.7836917585361975,3.6842527006085275,3.501013560663872,88.19048543250418,146.72742226362175,278.03519207439257,3.0206547046215464,48.95088442207716,0.9900379383476784,614.1997089519023,172.24838836918917,89.44927494531143,2.958979699532346,0.7961992456935146,1.3053719942408817,0.5093718106782479,0.11968931562845538,75.09149530254984,69.99457077422592,36.606729079791755,0.33691100805380564,-0.9374463447278956
SYN_042,3.6123471481205853,3.5216045832922807,3.765040643574701,4.066788896723478,3.5302832010371854,3.813448843050475,3.940332558968698,3.177385576948388,3.475800520300086,3.4367822190074886,86.82044890753332,184.32746819743008,283.0647858856268,2.5815890707223867,50.8354483610563,0.9803284725986099,610.928121711264,125.03428043549565,90.8871730155825,2.5426445779296287,0.5566500206011445,0.8973628841908268,0.3727892992226697,0.08598718519120427,89.30973297393714,78.24184251658535,36.439604000342015,0.4411318291461545,0.21006102492087836
SYN_043,2.87409432308525,2.9971647209491157,3.4911959476662355,2.6273012451791713,3.263789691461476,3.2535987474993373,2.9362893359424023,2.169865963874744,3.1233773106364766,3.0677280232511706,79.57599084588557,185.34852114745425,229.68354775287074,4.165475942416105,53.67146256277706,1.2532068791938005,753.3047920977409,172.70063814655094,72.44274895932308,3.4874494793346305,0.8594893141555198,1.3357226133895064,0.5963360333203427,0.16048700256527137,61.73003934951933,55.36899794671652,40.797258965260234,-0.9903075625868196,-1.8237152484305956
SYN_044,4.023512426328114,3.358189258822023,3.7139132791331986,2.8393400076367334,3.6276035408772502,4.136123027739842,3.054049545811637,2.7461298375315897,3.0665832637565638,3.1668193306733716,77.91903774017767,220.83916985149702,196.15194284877197,3.4174473613626524,48.47393119933638,0.971238814483133,685.9681939857868,161.8164753744682,86.26051220126911,2.8285483347376257,0.693234878168221,1.0042441773930455,0.3738292469036052,0.10810145362365396,75.23567143914778,69.88913497291668,33.00977767814075,-0.4133670389508146,-0.3469852270658661
SYN_045,3.282310287581911,3.7843249228574742,3.2602266030999605,4.355115709753967,3.414986601116858,3.4466716880740043,3.9833412017911467,4.315231828478861,4.194997777669462,3.5863835391517136,99.0,102.76122932884442,350.191193152467,1.2667778397337643,48.7960307244459,0.7900542333376253,532.8308810446292,149.10207529745756,91.23222164725098,3.081863843671843,0.37672737069859563,0.7842726112369721,0.2566181675701874,0.011459585813908739,94.20457667965931,88.69476002865157,19.59855280135949,1.4295788252026407,1.382707594882455
SYN_046,3.0911039972716465,3.382346487032435,3.454923060945819,3.1335369320367605,3.6069570383284453,3.2280435817744673,2.9104174765477215,3.293112236777615,3.1030283171327677,3.6887343024934207,78.2800967390022,211.76750718464476,208.22360036660763,3.3383651022583756,51.58505434414354,1.0597041775880416,688.9898060279749,182.1928881478567,75.27506096961238,4.685976624993987,0.7511792512891798,1.2507886756634443,0.5926828216406911,0.10297847670451522,69.20632257155394,63.26640646703018,38.430932068928364,-0.7410423284380872,-1.341201179505759
SYN_047,4.0362820355758355,3.8303988275845477,3.9527996273746764,3.953869847797868,4.6275387891585895,4.200438206476742,3.497264865615138,3.7512363431427644,3.6275396075697834,3.559467341454982,84.17906993419534,165.1055808801094,268.96285110355166,2.7960931092133046,46.8954327326663,0.8661389578629186,583.539945035176,119.19250483875264,90.46750014852677,1.7719719085581305,0.46348470230507105,0.9498472293886265,0.3410748133067836,0.03841537411440625,94.46157126408902,83.99492250371182,27.468480946902112,0.6339686351162697,0.9212578701880261
SYN_048,3.4715273561506943,3.5843396211205083,2.958608982410399,4.232663930993626,3.8027040052944665,2.7560084544249097,4.171063333545074,4.0891773969546,3.483870236191163,3.316831487521968,83.67239241492913,190.30101847877611,266.5000377226732,2.0279024607957825,51.32977770847564,1.0518366495148885,658.0573089251818,153.9521092220048,82.58908850225936,2.9897788549982383,0.45900398879603277,0.5958671049286689,0.17951539324558471,0.007076573250698515,97.82506943979949,91.20967481799039,19.57375098155913,0.014426558898615978,1.630067957843636
SYN_049,4.321085429437266,4.43729494905062,4.066536290997656,3.911468353686326,3.810965476569191,4.111040363877205,4.231222337452473,4.438922650013146,4.233467489360188,4.281663089405098,99.0,112.59997883742835,336.98396374003295,1.2771572500285253,42.184755435622336,0.6272826036017087,510.70934551875945,112.39928864726882,99.0,1.4154447525204605,0.437430997140643,0.9095661179548915,0.33014547167568276,0.07676893568378695,87.95879604929559,82.97877764911523,32.17098459314097,1.947340764719976,0.6870355822408813
SYN_050,3.6687090000399483,3.5546408877219444,3.4247010260368733,3.3374964083152654,3.832682812026097,2.662603752567664,3.4370534679335676,3.5269332298363762,2.9816569740170515,3.188060502024699,77.46482006936628,214.68960510533697,219.8672777518239,3.82868240597234,56.084846239112004,1.010977348566168,719.8540926847154,201.38332549704484,80.11398594265009,3.6631105951947136,0.5975862377316308,1.1503093866167204,0.4071546492436923,0.09266888913509125,86.5039582684913,82.29275599224442,29.57564920876875,-0.9362897380408621,-0.018332296216792596
SYN_051,3.551398323214732,3.697924273951476,4.234855586206285,3.6044207589509294,3.4868037212880534,3.039170523920265,3.231041962624743,3.562633794176272,3.495278063876288,3.421852857413612,82.34022119583891,172.56228455873904,251.4316628392906,2.9922542305760826,49.3633837626457,0.9281387705812215,654.790344490816,173.52146992826957,81.22167233946001,2.644243814272318,0.5316070052987155,0.9387528504467898,0.42862861372717553,0.08078802587932735,74.28379421724222,78.07562084116186,31.459894769993156,-0.07992861907168836,0.04320584189614692
SYN_052,3.6453110170917293,4.01297837176291,3.4866933099270314,3.8866660646802393,3.410523715546428,3.6723078314732684,3.8631675787743203,4.04936153623613,4.199380274551895,3.8927139424375667,96.08994842373367,130.0356603747962,331.3213025418087,1.830671763352657,47.84002731837079,0.7218189262767272,558.479048959464,139.72317822404077,91.52839344996559,2.159593128367888,0.4348321816456652,0.6085406128507387,0.25112437494962975,0.06867934251694051,93.66985766577525,80.58215257730235,20.616500606534423,1.2442810267603557,1.2206414970003043
SYN_053,3.082594654108069,3.111008358713931,3.1200718011645368,2.948904785852046,2.790719518042496,3.212221396901486,3.4128946566100846,3.4877012154890066,3.2278506645797367,2.830959510160577,79.72871475163922,205.90218244159036,223.74687734705938,3.2606235108353694,52.57709475669659,1.1993518601671211,658.861818627779,178.4878731436245,82.0715098716215,3.8765232052459027,0.6476822751389248,1.20697268459793,0.3930401683591353,0.12471030022446117,74.19748168824461,67.33964933222458,34.14564928184425,-0.5830161470267314,-0.7198076965156266
SYN_054,3.8451679763595847,3.775021637769668,2.8773041840008315,3.925417044939639,3.2723173928004567,3.2787991475807488,4.311612382003269,3.4598749884846227,3.912942372992218,3.7537340293476706,91.89978245316524,137.99009197779995,300.5700578979195,1.9150072861897736,49.02862642286167,1.0414527042571218,552.3839347719462,114.87485112134544,90.707662962167,2.25691184821888,0.39121385549452925,0.7770531770613388,0.3174427330394498,0.058734295910141586,76.90460119500739,80.79477332499685,25.242304601260372,0.9427532660515155,0.7552411648024135
